"","Country","iso3","voice2016","absViolence2016","govEffect2016","regQual2016","ruloLaw2016","contCorrup2016"
"178","Russian Federation","RUS","-1.1339490413665771","-0.94621026515960693","-0.19723862409591675","-0.41556262969970703","-0.79216200113296509","-0.82268798351287842"
"179","Rwanda","RWA","-1.1570093631744385","-5.4899286478757858E-2","9.811006486415863E-2","0.10711923241615295","0.10184937715530396","0.64412164688110352"
"180","Samoa","WSM","0.77429878711700439","1.1973494291305542","0.54068130254745483","-0.1030716598033905","0.76196461915969849","0.27637678384780884"
"181","Saudi Arabia","SAU","-1.7292166948318481","-0.4648284912109375","0.26126238703727722","7.9331204295158386E-2","0.33760806918144226","0.23090437054634094"
"182","Sudan","SDN","-1.8376545906066895","-2.3372180461883545","-1.5151770114898682","-1.4914370775222778","-1.258186936378479","-1.525665283203125"
"183","Senegal","SEN","0.36921870708465576","-0.21825532615184784","-0.45392456650733948","-0.14307232201099396","-0.10650072246789932","-3.2349466891901102E-6"
"184","Singapore","SGP","-0.15045371651649475","1.4957586526870728","2.206244945526123","2.1806120872497559","1.8252429962158203","2.088101863861084"
"185","Solomon Islands","SLB","0.46739128232002258","0.50602841377258301","-0.98465120792388916","-0.9580070972442627","-0.3189365565776825","-0.34438291192054749"
"186","Sierra Leone","SLE","-0.19925408065319061","-0.15992645919322968","-1.1706774234771729","-0.92548877000808716","-0.77736085653305054","-0.81913089752197266"
"187","El Salvador","SLV","0.18802894651889801","-9.9291376769542694E-2","-0.28501406311988831","9.3971677124500275E-2","-0.70951676368713379","-0.52304607629776001"
"189","Somalia","SOM","-1.9124021530151367","-2.3573625087738037","-2.1910462379455566","-2.2652735710144043","-2.3464207649230957","-1.701286792755127"
"190","São Tomé and Principe","STP","0.36881017684936523","0.22328685224056244","-0.6721189022064209","-0.81245827674865723","-0.66315126419067383","-6.6172465682029724E-2"
"191","Suriname","SUR","0.41523972153663635","0.16208134591579437","-0.33795726299285889","-0.6269572377204895","-0.15487737953662872","-0.30348703265190125"
"192","Slovak Republic","SVK","0.96077245473861694","0.72117066383361816","0.89406812191009521","0.88905191421508789","0.64680153131484985","0.22915588319301605"
"193","Slovenia","SVN","1.0101711750030518","0.99043601751327515","1.1272587776184082","0.64026939868927002","1.0826723575592041","0.82298815250396729"
"194","Sweden","SWE","1.56390380859375","1.017940878868103","1.7736434936523438","1.8542029857635498","2.019033670425415","2.1918396949768066"
"195","Swaziland","SWZ","-1.4162544012069702","-0.48871684074401855","-0.57838571071624756","-0.57628685235977173","-0.36851659417152405","-0.45009845495223999"
"196","Seychelles","SYC","0.15811149775981903","0.73300451040267944","0.3700229823589325","-0.25915461778640747","0.15087476372718811","0.7761542797088623"
