"","SP_ID","IDPROV","IDDPTO","NOMBDEP","NOMBPROV","SUP_INSULA","SUP_LACUST","SUP_INS_D","IDH","esperanza","secundaria","educa","percapitaf","IDE","identidad","salud","educacion","saneamient","electrific","poblacion","costa","capital","tamano","fecundidad","desnutrici","densidadpo","mortalidad","analfa","analfa1","analfa2","analfa3","analfa4","pob","pob_ur","pob_rural","pob_h","pob_m","Voto_PPK","Voto_FP"
"1","116","1304","13","LA LIBERTAD","CHEPEN",0,0,0,0.377879949,74.44,62.50938998,8.037114639,343.056896,0.757,99.096,13.0308,92.1739,84.7516,80.7373,84037,"SI","NO",2,2.44,18.933333,66.51,14.7,7.44,6.56,11.6,4.01,10.8,75980,62153,13827,37909,38071,15236,33121
"2","117","1305","13","LA LIBERTAD","JULCAN",0,0,0,0.195177713,70.67,23.18497146,4.243114513,155.558216,0.5272,97.7276,9.0297,60.0022,54.2229,36.6195,32400,"NO","NO",1,3.98,54.25065,29.95,26.4,17.39,13.04,18.21,7.67,26.99,32985,4886,28099,16509,16476,6483,9723
"3","118","1306","13","LA LIBERTAD","OTUZCO",0,0,0,0.223930858,72.74,30.09362596,4.5791231,178.3443601,0.5877,97.0273,11.9985,59.9136,61.6578,55.241,92237,"NO","NO",2,3.32,45.156359,42.08,19.6,15.64,9.73,17.68,7.97,23.36,88817,21179,67638,44769,44048,14794,30304
"4","119","1307","13","LA LIBERTAD","PACASMAYO",0,0,0,0.397975561,75.63,64.0517273,8.860725088,361.2748166,0.7841,99.301,15.9519,93.8715,82.1331,90.1695,101954,"SI","NO",3,2.33,15.377904,83.77,11.4,5.99,5.44,13.46,3.42,8.46,94377,87718,6659,46661,47716,21760,36775
"5","113","1301","13","LA LIBERTAD","TRUJILLO",0,0,0,0.471726762,75.09,69.41866008,10.4379811,511.9673189,0.888,99.3464,32.9186,95.7003,98.0614,96.0229,914036,"SI","SI",4,2.02,10.894048,459.1,12.9,3.46,3.32,9.67,1.62,5.12,811979,792355,19624,392486,419493,240401,320177
"6","114","1302","13","LA LIBERTAD","ASCOPE",0,0,0,0.411880265,74.08,67.35516034,8.969692645,396.0647035,0.7553,99.5,17.602,96.5098,65.4569,86.8584,120884,"SI","NO",3,2.21,18.310537,43.77,15.7,5.52,4.96,9.62,2.96,8.05,116229,102230,13999,58299,57930,26564,44878
"7","115","1303","13","LA LIBERTAD","BOLIVAR",0,0,0,0.200726603,72.4,25.07491243,5.560417051,132.928948,0.5894,96.7847,17.0746,59.0046,51.4671,58.9619,16910,"NO","NO",1,5.37,64.709951,9.69,20.7,12.94,7.43,16.25,7.74,18.51,16650,5754,10896,8607,8043,2425,3009
"8","120","1308","13","LA LIBERTAD","PATAZ",0,0,0,0.217107549,70.01,26.75645872,5.374981331,164.561778,0.6038,95.7538,11.8223,61.6108,58.1123,66.7366,85687,"NO","NO",2,4.57,58.558247,18.55,28.8,20.03,8.78,24.47,10.82,30.97,78383,20462,57921,41638,36745,9708,18759
"9","121","1309","13","LA LIBERTAD","SANCHEZ CARRION",0,0,0,0.180323063,69.9,24.02419553,3.722521288,142.0926904,0.4838,96.212,8.273,48.1215,39.5255,44.2572,149616,"NO","NO",3,3.98,65.379593,54.79,29.2,28.32,13.21,34.65,14.33,40.93,136221,36585,99636,66321,69900,16838,45056
"10","191","2402","24","TUMBES","CONTRALMIRANTE VILLAR",0,0,0,0.396639069,75.45,58.04013146,7.961953666,399.5140209,0.6659,99.1872,6.6236,81.4642,59.7919,81.4494,19180,"NO","NO",1,2.87,11.206156,7.97,11.9,3.6,2.97,5.73,2.88,4.42,16914,13244,3670,8951,7963,2950,8403
"11","192","2403","24","TUMBES","ZARUMILLA",0,0,0,0.381784087,74.33,54.84722549,8.430926492,364.6782233,0.6849,97.4754,6.9758,81.2087,71.0227,81.1197,49499,"NO","NO",1,3.19,11.789823,55.1,15,3.81,3.33,8.59,3.12,4.6,41054,37347,3707,21695,19359,4470,20567
"12","190","2401","24","TUMBES","TUMBES",0,0,0,0.422685617,75.42,59.90597293,9.320005046,428.2944218,0.7622,99.1184,18.382,86.2661,77.6778,87.4196,159548,"NO","SI",3,2.62,11.691337,79.04,12,3.27,2.91,7.37,2.78,3.79,142338,131105,11233,73057,69281,28785,57885
"13","34","0307","03","APURIMAC","GRAU",0,0,0,0.223514327,69.63,38.74376427,5.562908965,150.4885137,0.5827,95.6384,8.5845,82.4632,27.8333,71.1088,26987,"NO","NO",1,3.4,43.535798,11.54,30.2,24.67,14.89,31.38,11.57,37.9,25090,9980,15110,12760,12330,5535,4297
"14","33","0306","03","APURIMAC","CHINCHEROS",0,0,0,0.227006808,70.67,37.05434329,4.971474532,166.6884861,0.624,97.966,7.1636,81.505,53.1857,67.3993,57750,"NO","NO",2,3.45,38.923966,41.52,26.4,23.87,16.11,27.64,13.61,33.77,51583,16592,34991,25701,25882,10613,9028
"15","32","0305","03","APURIMAC","COTABAMBAS",0,0,0,0.195071778,71.31,27.83755742,4.245887895,143.2647452,0.5426,95.6449,6.0624,74.0475,33.988,57.4942,51667,"NO","NO",2,4.68,50.229112,17.52,24.3,33.17,15.54,40.31,18.25,48.32,45771,12205,33566,23126,22645,11722,5794
"16","31","0304","03","APURIMAC","AYMARAES",0,0,0,0.246151839,70.44,47.37314461,5.649455455,170.4620119,0.611,97.5102,4.9546,92.2419,34.5556,72.9106,32722,"NO","NO",1,4,36.905958,7.02,27.2,23.07,17,27.65,10.04,36.65,29569,12764,16805,15073,14496,5700,7037
"17","30","0303","03","APURIMAC","ANTABAMBA",0,0,0,0.22095813,66.82,37.58077775,5.793061057,152.3606264,0.57,96.1608,5.3211,91.055,25.2835,63.6509,13399,"NO","NO",1,4.76,40.430951,3.81,41.2,21.53,17,31.73,8.93,34.27,12267,8616,3651,6272,5995,2449,2314
"18","29","0302","03","APURIMAC","ANDAHUAYLAS",0,0,0,0.267205081,73.15,49.7892967,5.442921105,198.9673257,0.718,98.366,12.4028,83.7088,72.297,83.9755,163662,"NO","NO",3,3.15,37.054541,36.08,18.3,22.48,11.96,31.68,10.05,33.72,143846,64704,79142,70223,73623,31938,32451
"19","28","0301","03","APURIMAC","ABANCAY",0,0,0,0.353832777,73.43,66.50040754,7.87793204,288.5724032,0.7466,97.9042,16.9311,93.6909,63.0011,90.5064,105694,"NO","SI",3,2.52,24.420776,27.87,17.5,13.45,6.31,26.77,6.95,19.59,96064,60810,35254,47611,48453,26226,26089
"20","124","1312","13","LA LIBERTAD","VIRU",0,0,0,0.313474979,74.48,44.75082292,6.755467091,267.996013,0.6949,98.3704,5.9394,74.0766,84.9306,80.1798,101167,"SI","NO",3,2.7,24.257273,23.83,14.6,8.23,7.02,12.24,4.07,12.79,76710,59090,17620,39716,36994,14620,28631
"21","123","1311","13","LA LIBERTAD","GRAN CHIMU",0,0,0,0.249135874,72.37,28.98687342,5.789759837,204.1779281,0.5843,97.0097,10.7215,67.204,66.2424,43.8284,31402,"NO","NO",1,3.47,40.7634,23.66,20.8,12.17,5.37,14.16,7.82,17.54,30399,6544,23855,16389,14010,3293,11343
"22","122","1310","13","LA LIBERTAD","SANTIAGO DE CHUCO",0,0,0,0.257136591,72.74,31.13167954,5.760725706,213.7445958,0.5667,98.0769,11.9058,68.7819,45.5874,51.0685,61329,"NO","NO",2,3.88,52.684659,21.93,19.6,14.31,9.02,17.2,5.59,23.55,58320,19966,38354,29797,28523,8677,16157
"23","185","2210","22","SAN MARTIN","TOCACHE",0,0,0,0.328154523,71.8,45.65851279,7.140593206,304.492104,0.6456,94.9457,10.5095,92.4323,43.6077,74.3133,73460,"NO","NO",2,2.74,22.519135,12.33,22.7,8,4.86,11.41,4.46,12.9,72346,36510,35836,40508,31838,15798,18970
"24","146","1701","17","MADRE DE DIOS","TAMBOPATA",0,0,0,0.431513868,71.31,64.85990345,9.979440094,454.8284837,0.8027,99.2041,26.2887,86.1364,84.2227,87.9527,91988,"NO","SI",2,2.65,11.664907,2.17,24.3,2.84,2.27,5.58,1.47,4.42,78523,65444,13079,41431,37092,22116,36514
"25","147","1702","17","MADRE DE DIOS","MANU",0,0,0,0.359135376,71.13,51.12324351,8.201547248,344.3511781,0.5941,93.5355,12.1582,81.1164,37.0703,65.0632,22906,"NO","NO",1,2.81,13.73293,0.73,24.9,4.81,3.99,5.22,2.95,7.6,20290,7261,13029,11620,8670,1445,5374
"26","148","1703","17","MADRE DE DIOS","TAHUAMANU",0,0,0,0.417133846,76.67,57.44600109,9.468248775,408.0114603,0.7263,99.5,27.4945,82.3381,56.4859,79.0064,12745,"NO","NO",1,2.58,12.659,0.51,9.2,3.17,2.08,5.78,1.51,6.07,10742,7604,3138,6448,4294,1816,2739
"27","64","0611","06","CAJAMARCA","SAN MIGUEL",0,0,0,0.229744072,72.92,31.68836045,4.938467423,176.4229144,0.5787,96.5258,6.9082,85.777,48.1129,47.3965,57492,"NO","NO",2,2.4,40.793651,22.09,19,15.97,8.18,17.55,6.19,25.23,56146,9072,47074,27819,28327,12455,13525
"28","98","1011","10","HUANUCO","YAROWILCA",0,0,0,0.195610528,69.84,29.3220981,4.674682219,136.3283508,0.5294,98.2606,9.5985,76.9046,31.8684,41.6769,33715,"NO","NO",1,3.11,43.819129,42.62,29.4,18.71,11.61,21.17,6.69,29.25,32380,7924,24456,15658,16722,8667,3137
"29","55","0602","06","CAJAMARCA","CAJABAMBA",0,0,0,0.218915736,73.65,23.47357356,4.523443052,185.3182421,0.5979,95.2706,6.2862,66.8311,63.4764,62.887,80086,"NO","NO",2,3.22,47.726994,41.1,16.9,19.28,9.42,22.86,10.08,27.81,74287,18194,56093,36644,37643,9567,21421
"30","56","0603","06","CAJAMARCA","CELENDIN",0,0,0,0.204745823,69.33,26.51018074,4.745809389,157.1099639,0.589,96.3898,6.3241,68.4681,57.1751,61.9291,95433,"NO","NO",2,3.06,47.280156,33.51,31.3,18.57,8.07,22.53,9.96,26.64,88508,22170,66338,43454,45054,22466,13746
"31","54","0601","06","CAJAMARCA","CAJAMARCA",0,0,0,0.328116241,71.83,47.86025787,7.478370411,290.0186807,0.7481,98.0678,15.7259,86.1347,76.1244,87.531,368639,"NO","SI",4,2.29,34.269162,106.1,22.6,13.78,5.92,24.47,5.66,21.46,316152,174728,141424,155571,160581,76556,109638
"32","59","0606","06","CAJAMARCA","CUTERVO",0,0,0,0.221933203,73.07,32.03123003,4.666676245,167.2601275,0.5462,97.1251,10.0209,72.5216,36.2101,50.5428,143667,"NO","NO",3,3.11,46.300962,45.64,18.5,19.96,10.16,22.66,10.71,29.08,138213,26870,111343,69481,68732,28468,25906
"33","66","0613","06","CAJAMARCA","SANTA CRUZ",0,0,0,0.257391935,72.31,44.23746215,5.446538195,193.1643926,0.5349,96.0784,6.7198,87.9763,13.79,58.3943,45955,"NO","NO",1,2.85,38.786323,30.93,21,16.87,6.67,19.76,8.84,24.79,43856,9192,34664,22012,21844,9497,10353
"34","57","0604","06","CAJAMARCA","CHOTA",0,0,0,0.237848622,72.74,37.80365095,4.649368268,186.3528788,0.5856,95.8657,6.9577,79.134,41.0023,65.2231,167670,"NO","NO",3,2.77,43.434846,42.28,19.6,21.84,9.81,25.17,10.02,32.58,160447,32301,128146,77987,82460,39309,30834
